Current Official Name of Satellite,Country of Operator/Owner,Users,Purpose,Class of Orbit,Perigee (km),Apogee (km),Launch Mass (kg.),Date of Launch,Expected Lifetime (yrs.),Satellite Status,Risk Cluster
Starlink-2400 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-03-11,4.0,Inactive (Archaeology),High Risk
Starlink-2401 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-03-11,4.0,Inactive (Archaeology),High Risk
Starlink-2402 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-03-11,4.0,Inactive (Archaeology),High Risk
Starlink-2403 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-03-11,4.0,Inactive (Archaeology),High Risk
Starlink-2404 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-07,4.0,Inactive (Archaeology),High Risk
Starlink-2405 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-03-14,4.0,Inactive (Archaeology),High Risk
Starlink-2406 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-03-11,4.0,Inactive (Archaeology),High Risk
Starlink-2407 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-03-11,4.0,Inactive (Archaeology),High Risk
Starlink-2408 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-03-11,4.0,Inactive (Archaeology),High Risk
Starlink-2409 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-03-11,4.0,Inactive (Archaeology),High Risk
Starlink-2410 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-03-11,4.0,Inactive (Archaeology),High Risk
Starlink-2411 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-03-11,4.0,Inactive (Archaeology),High Risk
Starlink-2412 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-07,4.0,Inactive (Archaeology),High Risk
Starlink-2413 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-03-11,4.0,Inactive (Archaeology),High Risk
Starlink-2414 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-07,4.0,Inactive (Archaeology),High Risk
Starlink-2415 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-03-11,4.0,Inactive (Archaeology),High Risk
Starlink-2416 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-03-11,4.0,Inactive (Archaeology),High Risk
Starlink-2417 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-07,4.0,Inactive (Archaeology),High Risk
Starlink-2418 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-07,4.0,Inactive (Archaeology),High Risk
Starlink-2419 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-03-11,4.0,Inactive (Archaeology),High Risk
Starlink-2420 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-03-11,4.0,Inactive (Archaeology),High Risk
Starlink-2421 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-07,4.0,Inactive (Archaeology),High Risk
Starlink-2422 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-03-11,4.0,Inactive (Archaeology),High Risk
Starlink-2423 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-03-11,4.0,Inactive (Archaeology),High Risk
Starlink-2424 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-03-11,4.0,Inactive (Archaeology),High Risk
Starlink-2425 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-03-11,4.0,Inactive (Archaeology),High Risk
Starlink-2426 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-03-11,4.0,Inactive (Archaeology),High Risk
Starlink-2427 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-03-11,4.0,Inactive (Archaeology),High Risk
Starlink-2428 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-07,4.0,Inactive (Archaeology),High Risk
Starlink-2429 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-03-11,4.0,Inactive (Archaeology),High Risk
Starlink-2430 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-07,4.0,Inactive (Archaeology),High Risk
Starlink-2431 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-03-11,4.0,Inactive (Archaeology),High Risk
Starlink-2432 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-03-11,4.0,Inactive (Archaeology),High Risk
Starlink-2433 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-03-11,4.0,Inactive (Archaeology),High Risk
Starlink-2434 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-03-11,4.0,Inactive (Archaeology),High Risk
Starlink-2435 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-03-11,4.0,Inactive (Archaeology),High Risk
Starlink-2436 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-07,4.0,Inactive (Archaeology),High Risk
Starlink-2437 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-07,4.0,Inactive (Archaeology),High Risk
Starlink-2438 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-07,4.0,Inactive (Archaeology),High Risk
Starlink-2439 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-07,4.0,Inactive (Archaeology),High Risk
Starlink-2440 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-07,4.0,Inactive (Archaeology),High Risk
Starlink-2441 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-28,4.0,Inactive (Archaeology),High Risk
Starlink-2442 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-07,4.0,Inactive (Archaeology),High Risk
Starlink-2443 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-07,4.0,Inactive (Archaeology),High Risk
Starlink-2444 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-07,4.0,Inactive (Archaeology),High Risk
Starlink-2445 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-07,4.0,Inactive (Archaeology),High Risk
Starlink-2446 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-03-11,4.0,Inactive (Archaeology),High Risk
Starlink-2447 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-07,4.0,Inactive (Archaeology),High Risk
Starlink-2448 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-07,4.0,Inactive (Archaeology),High Risk
Starlink-2449 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-07,4.0,Inactive (Archaeology),High Risk
Starlink-2450 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-07,4.0,Inactive (Archaeology),High Risk
Starlink-2451 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-07,4.0,Inactive (Archaeology),High Risk
Starlink-2452 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-07,4.0,Inactive (Archaeology),High Risk
Starlink-2453 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-03-11,4.0,Inactive (Archaeology),High Risk
Starlink-2454 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-07,4.0,Inactive (Archaeology),High Risk
Starlink-2455 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-07,4.0,Inactive (Archaeology),High Risk
Starlink-2456 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-03-11,4.0,Inactive (Archaeology),High Risk
Starlink-2457 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-28,4.0,Inactive (Archaeology),High Risk
Starlink-2458 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-07,4.0,Inactive (Archaeology),High Risk
Starlink-2459 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-07,4.0,Inactive (Archaeology),High Risk
Starlink-2460 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-07,4.0,Inactive (Archaeology),High Risk
Starlink-2461,USA,Commercial,Communications,LEO,260.0,280.0,260.0,2021-05-09,4.0,Inactive (Archaeology),High Risk
Starlink-2462 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-07,4.0,Inactive (Archaeology),High Risk
Starlink-2463 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-07,4.0,Inactive (Archaeology),High Risk
Starlink-2464 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-07,4.0,Inactive (Archaeology),High Risk
Starlink-2465 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-07,4.0,Inactive (Archaeology),High Risk
Starlink-2466 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-07,4.0,Inactive (Archaeology),High Risk
Starlink-2467 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-07,4.0,Inactive (Archaeology),High Risk
Starlink-2468 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-07,4.0,Inactive (Archaeology),High Risk
Starlink-2469 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-07,4.0,Inactive (Archaeology),High Risk
Starlink-2470 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-28,4.0,Inactive (Archaeology),High Risk
Starlink-2471 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-07,4.0,Inactive (Archaeology),High Risk
Starlink-2472 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-07,4.0,Inactive (Archaeology),High Risk
Starlink-2473 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-07,4.0,Inactive (Archaeology),High Risk
Starlink-2474 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-07,4.0,Inactive (Archaeology),High Risk
Starlink-2475 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-07,4.0,Inactive (Archaeology),High Risk
Starlink-2476 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-07,4.0,Inactive (Archaeology),High Risk
Starlink-2477 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-28,4.0,Inactive (Archaeology),High Risk
Starlink-2478 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-07,4.0,Inactive (Archaeology),High Risk
Starlink-2479 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-07,4.0,Inactive (Archaeology),High Risk
Starlink-2480 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-07,4.0,Inactive (Archaeology),High Risk
Starlink-2481 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-07,4.0,Inactive (Archaeology),High Risk
Starlink-2482 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-07,4.0,Inactive (Archaeology),High Risk
Starlink-2483 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-07,4.0,Inactive (Archaeology),High Risk
Starlink-2484 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-07,4.0,Inactive (Archaeology),High Risk
Starlink-2485 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-07,4.0,Inactive (Archaeology),High Risk
Starlink-2486 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-07,4.0,Inactive (Archaeology),High Risk
Starlink-2487 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-07,4.0,Inactive (Archaeology),High Risk
Starlink-2488 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-07,4.0,Inactive (Archaeology),High Risk
Starlink-2489 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-07,4.0,Inactive (Archaeology),High Risk
Starlink-2490 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-07,4.0,Inactive (Archaeology),High Risk
Starlink-2491 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-07,4.0,Inactive (Archaeology),High Risk
Starlink-2492 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-07,4.0,Inactive (Archaeology),High Risk
Starlink-2493 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-07,4.0,Inactive (Archaeology),High Risk
Starlink-2494,USA,Commercial,Communications,LEO,260.0,280.0,260.0,2021-05-09,4.0,Inactive (Archaeology),High Risk
Starlink-2495 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-28,4.0,Inactive (Archaeology),High Risk
Starlink-2496,USA,Commercial,Communications,LEO,260.0,280.0,260.0,2021-05-09,4.0,Inactive (Archaeology),High Risk
Starlink-2497,USA,Commercial,Communications,LEO,260.0,280.0,260.0,2021-05-09,4.0,Inactive (Archaeology),High Risk
Starlink-2498 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-28,4.0,Inactive (Archaeology),High Risk
Starlink-2499,USA,Commercial,Communications,LEO,260.0,280.0,260.0,2021-05-04,4.0,Inactive (Archaeology),High Risk
Starlink-2500,USA,Commercial,Communications,LEO,260.0,280.0,260.0,2021-05-09,4.0,Inactive (Archaeology),High Risk
Starlink-2501 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-28,4.0,Inactive (Archaeology),High Risk
Starlink-2502 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-28,4.0,Inactive (Archaeology),High Risk
Starlink-2503 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-07,4.0,Inactive (Archaeology),High Risk
Starlink-2504 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-28,4.0,Inactive (Archaeology),High Risk
Starlink-2505,USA,Commercial,Communications,LEO,260.0,280.0,260.0,2021-05-04,4.0,Inactive (Archaeology),High Risk
Starlink-2506 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-28,4.0,Inactive (Archaeology),High Risk
Starlink-2507 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-28,4.0,Inactive (Archaeology),High Risk
Starlink-2508,USA,Commercial,Communications,LEO,260.0,280.0,260.0,2021-05-09,4.0,Inactive (Archaeology),High Risk
Starlink-2509 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-28,4.0,Inactive (Archaeology),High Risk
Starlink-2510 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-28,4.0,Inactive (Archaeology),High Risk
Starlink-2511 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-28,4.0,Inactive (Archaeology),High Risk
Starlink-2512 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-28,4.0,Inactive (Archaeology),High Risk
Starlink-2513 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-28,4.0,Inactive (Archaeology),High Risk
Starlink-2514 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-28,4.0,Inactive (Archaeology),High Risk
Starlink-2515 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-28,4.0,Inactive (Archaeology),High Risk
Starlink-2516 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-28,4.0,Inactive (Archaeology),High Risk
Starlink-2517 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-28,4.0,Inactive (Archaeology),High Risk
Starlink-2518 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-28,4.0,Inactive (Archaeology),High Risk
Starlink-2519 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-28,4.0,Inactive (Archaeology),High Risk
Starlink-2520 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-28,4.0,Inactive (Archaeology),High Risk
Starlink-2521,USA,Commercial,Communications,LEO,258.0,280.0,260.0,2021-05-26,4.0,Inactive (Archaeology),High Risk
Starlink-2523 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-28,4.0,Inactive (Archaeology),High Risk
Starlink-2524 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-28,4.0,Inactive (Archaeology),High Risk
Starlink-2525,USA,Commercial,Communications,LEO,260.0,280.0,260.0,2021-05-09,4.0,Inactive (Archaeology),High Risk
Starlink-2526,USA,Commercial,Communications,LEO,260.0,280.0,260.0,2021-05-04,4.0,Inactive (Archaeology),High Risk
Starlink-2527 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-28,4.0,Inactive (Archaeology),High Risk
Starlink-2528 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-28,4.0,Inactive (Archaeology),High Risk
Starlink-2529,USA,Commercial,Communications,LEO,260.0,280.0,260.0,2021-05-09,4.0,Inactive (Archaeology),High Risk
Starlink-2530 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-28,4.0,Inactive (Archaeology),High Risk
Starlink-2531,USA,Commercial,Communications,LEO,260.0,280.0,260.0,2021-05-09,4.0,Inactive (Archaeology),High Risk
Starlink-2532 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-28,4.0,Inactive (Archaeology),High Risk
Starlink-2533 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-28,4.0,Inactive (Archaeology),High Risk
Starlink-2534 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-28,4.0,Inactive (Archaeology),High Risk
Starlink-2535 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-28,4.0,Inactive (Archaeology),High Risk
Starlink-2536 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-28,4.0,Inactive (Archaeology),High Risk
Starlink-2537 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-28,4.0,Inactive (Archaeology),High Risk
Starlink-2538 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-28,4.0,Inactive (Archaeology),High Risk
Starlink-2540 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-28,4.0,Inactive (Archaeology),High Risk
Starlink-2541 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-28,4.0,Inactive (Archaeology),High Risk
Starlink-2542 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-28,4.0,Inactive (Archaeology),High Risk
Starlink-2543 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-28,4.0,Inactive (Archaeology),High Risk
Starlink-2544 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-28,4.0,Inactive (Archaeology),High Risk
Starlink-2545 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-28,4.0,Inactive (Archaeology),High Risk
Starlink-2546 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-28,4.0,Inactive (Archaeology),High Risk
Starlink-2547 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-28,4.0,Inactive (Archaeology),High Risk
Starlink-2548 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-28,4.0,Inactive (Archaeology),High Risk
Starlink-2549 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-28,4.0,Inactive (Archaeology),High Risk
Starlink-2550 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-28,4.0,Inactive (Archaeology),High Risk
Starlink-2555 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-28,4.0,Inactive (Archaeology),High Risk
Starlink-2556 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-28,4.0,Inactive (Archaeology),High Risk
Starlink-2557 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-28,4.0,Inactive (Archaeology),High Risk
Starlink-2558 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-28,4.0,Inactive (Archaeology),High Risk
Starlink-2559 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-28,4.0,Inactive (Archaeology),High Risk
Starlink-2560,USA,Commercial,Communications,LEO,260.0,280.0,260.0,2021-05-04,4.0,Inactive (Archaeology),High Risk
Starlink-2561,USA,Commercial,Communications,LEO,260.0,280.0,260.0,2021-05-04,4.0,Inactive (Archaeology),High Risk
Starlink-2562 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-28,4.0,Inactive (Archaeology),High Risk
Starlink-2563,USA,Commercial,Communications,LEO,260.0,280.0,260.0,2021-05-04,4.0,Inactive (Archaeology),High Risk
Starlink-2564 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-28,4.0,Inactive (Archaeology),High Risk
Starlink-2565 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-28,4.0,Inactive (Archaeology),High Risk
Starlink-2566 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-28,4.0,Inactive (Archaeology),High Risk
Starlink-2567 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-28,4.0,Inactive (Archaeology),High Risk
Starlink-2568,USA,Commercial,Communications,LEO,260.0,280.0,260.0,2021-05-04,4.0,Inactive (Archaeology),High Risk
Starlink-2569 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-28,4.0,Inactive (Archaeology),High Risk
Starlink-2570,USA,Commercial,Communications,LEO,260.0,280.0,260.0,2021-05-04,4.0,Inactive (Archaeology),High Risk
Starlink-2571,USA,Commercial,Communications,LEO,260.0,280.0,260.0,2021-05-04,4.0,Inactive (Archaeology),High Risk
Starlink-2572,USA,Commercial,Communications,LEO,260.0,280.0,260.0,2021-05-04,4.0,Inactive (Archaeology),High Risk
Starlink-2573,USA,Commercial,Communications,LEO,260.0,280.0,260.0,2021-05-04,4.0,Inactive (Archaeology),High Risk
Starlink-2574,USA,Commercial,Communications,LEO,260.0,280.0,260.0,2021-05-04,4.0,Inactive (Archaeology),High Risk
Starlink-2575,USA,Commercial,Communications,LEO,260.0,280.0,260.0,2021-05-04,4.0,Inactive (Archaeology),High Risk
Starlink-2576,USA,Commercial,Communications,LEO,260.0,280.0,260.0,2021-05-04,4.0,Inactive (Archaeology),High Risk
Starlink-2578,USA,Commercial,Communications,LEO,260.0,280.0,260.0,2021-05-04,4.0,Inactive (Archaeology),High Risk
Starlink-2579,USA,Commercial,Communications,LEO,260.0,280.0,260.0,2021-05-09,4.0,Inactive (Archaeology),High Risk
Starlink-2580 ,USA,Commercial,Communications,LEO,548.0,561.0,260.0,2021-04-28,4.0,Inactive (Archaeology),High Risk
Starlink-2581,USA,Commercial,Communications,LEO,260.0,280.0,260.0,2021-05-04,4.0,Inactive (Archaeology),High Risk
Starlink-2582,USA,Commercial,Communications,LEO,260.0,280.0,260.0,2021-05-09,4.0,Inactive (Archaeology),High Risk
Starlink-2583,USA,Commercial,Communications,LEO,260.0,280.0,260.0,2021-05-09,4.0,Inactive (Archaeology),High Risk
Starlink-2585,USA,Commercial,Communications,LEO,260.0,280.0,260.0,2021-05-04,4.0,Inactive (Archaeology),High Risk
Starlink-2586,USA,Commercial,Communications,LEO,260.0,280.0,260.0,2021-05-04,4.0,Inactive (Archaeology),High Risk
Starlink-2587,USA,Commercial,Communications,LEO,260.0,280.0,260.0,2021-05-04,4.0,Inactive (Archaeology),High Risk
Starlink-2588,USA,Commercial,Communications,LEO,260.0,280.0,260.0,2021-05-04,4.0,Inactive (Archaeology),High Risk
Starlink-2589,USA,Commercial,Communications,LEO,260.0,280.0,260.0,2021-05-04,4.0,Inactive (Archaeology),High Risk
Starlink-2590,USA,Commercial,Communications,LEO,260.0,280.0,260.0,2021-05-04,4.0,Inactive (Archaeology),High Risk
